Pendapatan_Bulanan,Rasio_Utang_Pendapatan,Skor_SLIK_OJK,Jumlah_Pinjaman_Aktif,Jenis_Kelamin,Suku,Jenis_Pekerjaan,Kode_Pos,Keputusan
7543294,31.71,1 - Lancar,1,Perempuan,Sunda,Pengemudi Online,10110,Disetujui
17735215,10.0,1 - Lancar,2,Perempuan,Tionghoa,Karyawan Swasta,10110,Disetujui
12006627,26.8,1 - Lancar,2,Perempuan,Jawa,Karyawan Swasta,60241,Disetujui
8359283,45.87,1 - Lancar,0,Perempuan,Jawa,PNS,60241,Ditolak
8346763,35.35,1 - Lancar,4,Perempuan,Tionghoa,Karyawan Swasta,14450,Ditolak
8729961,45.92,1 - Lancar,1,Laki-laki,Sunda,Wiraswasta,10110,Disetujui
8414653,55.63,1 - Lancar,1,Perempuan,Batak,PNS,60241,Ditolak
8396858,55.24,1 - Lancar,2,Laki-laki,Jawa,Karyawan Swasta,10110,Disetujui
15741257,31.84,4 - Diragukan,0,Laki-laki,Sunda,PNS,60241,Ditolak
8272781,43.02,1 - Lancar,1,Laki-laki,Jawa,Karyawan Swasta,50132,Disetujui
4781046,10.31,1 - Lancar,2,Perempuan,Sunda,Pengemudi Online,12190,Disetujui
28999146,14.75,1 - Lancar,1,Laki-laki,Jawa,Wiraswasta,12190,Disetujui
12019870,10.0,1 - Lancar,4,Laki-laki,Tionghoa,Wiraswasta,50132,Disetujui
4873693,21.55,4 - Diragukan,2,Laki-laki,Tionghoa,Wiraswasta,14450,Ditolak
7618679,10.0,1 - Lancar,1,Laki-laki,Sunda,Karyawan Swasta,12190,Disetujui
11453534,48.54,2 - DPK,3,Perempuan,Jawa,Wiraswasta,50132,Ditolak
13306692,60.0,1 - Lancar,1,Laki-laki,Jawa,Wiraswasta,10110,Disetujui
7992308,12.63,1 - Lancar,3,Laki-laki,Jawa,Karyawan Swasta,50132,Disetujui
42550454,41.23,2 - DPK,3,Laki-laki,Jawa,Wiraswasta,50132,Disetujui
6225404,10.0,3 - Kurang Lancar,0,Laki-laki,Batak,Karyawan Swasta,10110,Disetujui
20495574,30.87,1 - Lancar,3,Laki-laki,Lainnya,Karyawan Swasta,50132,Disetujui
12077222,50.79,1 - Lancar,2,Perempuan,Sunda,Karyawan Swasta,10110,Disetujui
9483951,35.04,2 - DPK,3,Perempuan,Jawa,Karyawan Swasta,12190,Disetujui
6357016,60.0,1 - Lancar,0,Perempuan,Batak,Karyawan Swasta,50132,Ditolak
6522141,25.43,2 - DPK,2,Laki-laki,Sunda,Wiraswasta,50132,Disetujui
6371825,18.15,3 - Kurang Lancar,1,Perempuan,Tionghoa,Pengemudi Online,14450,Ditolak
11981330,18.63,1 - Lancar,2,Laki-laki,Batak,Wiraswasta,10110,Disetujui
18030813,28.2,2 - DPK,1,Perempuan,Batak,Wiraswasta,50132,Disetujui
8393722,60.0,1 - Lancar,2,Laki-laki,Sunda,Karyawan Swasta,50132,Disetujui
3300423,25.94,1 - Lancar,2,Laki-laki,Tionghoa,Karyawan Swasta,14450,Ditolak
7963194,39.58,1 - Lancar,0,Laki-laki,Batak,Karyawan Swasta,10110,Disetujui
5590439,29.93,1 - Lancar,1,Perempuan,Tionghoa,Wiraswasta,14450,Ditolak
15695290,37.74,2 - DPK,2,Perempuan,Jawa,Karyawan Swasta,60241,Disetujui
11769681,18.47,1 - Lancar,1,Perempuan,Jawa,Karyawan Swasta,10110,Disetujui
12705965,12.94,1 - Lancar,2,Perempuan,Sunda,Karyawan Swasta,12190,Disetujui
4027762,33.37,2 - DPK,1,Perempuan,Tionghoa,Tidak Bekerja,14450,Ditolak
9224069,27.35,1 - Lancar,0,Laki-laki,Tionghoa,Karyawan Swasta,14450,Ditolak
8671927,41.0,1 - Lancar,3,Perempuan,Jawa,PNS,50132,Disetujui
14355966,54.35,1 - Lancar,1,Laki-laki,Jawa,PNS,10110,Disetujui
15690275,10.92,3 - Kurang Lancar,2,Perempuan,Jawa,Karyawan Swasta,10110,Disetujui
4824898,10.0,2 - DPK,3,Perempuan,Sunda,PNS,50132,Disetujui
4126579,13.79,1 - Lancar,1,Laki-laki,Jawa,Wiraswasta,50132,Disetujui
2493488,37.84,1 - Lancar,0,Perempuan,Batak,Wiraswasta,50132,Ditolak
5340793,21.26,1 - Lancar,1,Perempuan,Jawa,Pengemudi Online,60241,Disetujui
8140673,20.81,2 - DPK,3,Perempuan,Jawa,PNS,50132,Disetujui
17282479,10.0,1 - Lancar,0,Laki-laki,Sunda,Karyawan Swasta,60241,Disetujui
4932354,18.59,3 - Kurang Lancar,1,Laki-laki,Jawa,Wiraswasta,60241,Disetujui
12206871,12.99,3 - Kurang Lancar,1,Perempuan,Jawa,Karyawan Swasta,10110,Disetujui
5637603,26.96,3 - Kurang Lancar,2,Laki-laki,Jawa,Karyawan Swasta,50132,Disetujui
6360569,10.0,1 - Lancar,2,Laki-laki,Tionghoa,Karyawan Swasta,14450,Ditolak
4696221,17.68,1 - Lancar,1,Perempuan,Jawa,Karyawan Swasta,60241,Disetujui
9428655,28.8,2 - DPK,2,Laki-laki,Sunda,PNS,10110,Disetujui
15725774,10.0,1 - Lancar,0,Laki-laki,Jawa,Karyawan Swasta,50132,Disetujui
2232411,10.0,3 - Kurang Lancar,1,Laki-laki,Batak,Karyawan Swasta,10110,Disetujui
5209359,42.28,3 - Kurang Lancar,2,Laki-laki,Sunda,Tidak Bekerja,60241,Ditolak
8063571,25.18,1 - Lancar,0,Laki-laki,Sunda,Karyawan Swasta,10110,Disetujui
6839769,34.54,1 - Lancar,1,Perempuan,Jawa,Karyawan Swasta,60241,Disetujui
10431579,15.74,1 - Lancar,2,Perempuan,Sunda,Karyawan Swasta,12190,Disetujui
9835529,23.96,1 - Lancar,0,Laki-laki,Jawa,Karyawan Swasta,50132,Disetujui
2926271,30.36,1 - Lancar,1,Laki-laki,Batak,Wiraswasta,50132,Disetujui
11338916,37.19,2 - DPK,0,Laki-laki,Jawa,Wiraswasta,50132,Disetujui
5612092,17.13,5 - Macet,1,Perempuan,Sunda,Karyawan Swasta,12190,Ditolak
2445440,51.72,1 - Lancar,1,Laki-laki,Tionghoa,Karyawan Swasta,14450,Ditolak
2143326,16.16,1 - Lancar,4,Laki-laki,Jawa,Wiraswasta,60241,Disetujui
13527101,32.14,1 - Lancar,0,Perempuan,Jawa,PNS,12190,Disetujui
6360648,34.83,1 - Lancar,1,Laki-laki,Jawa,Karyawan Swasta,60241,Disetujui
11384807,13.05,1 - Lancar,1,Laki-laki,Tionghoa,Karyawan Swasta,14450,Disetujui
8356784,42.71,1 - Lancar,2,Laki-laki,Jawa,Karyawan Swasta,50132,Disetujui
8676779,10.0,4 - Diragukan,0,Laki-laki,Tionghoa,Wiraswasta,14450,Ditolak
13355547,19.75,1 - Lancar,1,Perempuan,Batak,PNS,12190,Disetujui
6880449,60.0,1 - Lancar,3,Laki-laki,Jawa,PNS,12190,Disetujui
9185363,29.98,2 - DPK,1,Perempuan,Sunda,Karyawan Swasta,10110,Disetujui
7418123,36.46,3 - Kurang Lancar,1,Laki-laki,Jawa,Karyawan Swasta,50132,Ditolak
6348171,15.37,3 - Kurang Lancar,1,Laki-laki,Lainnya,Karyawan Swasta,60241,Disetujui
4955200,23.33,1 - Lancar,2,Perempuan,Tionghoa,Tidak Bekerja,14450,Ditolak
2424193,19.35,2 - DPK,3,Perempuan,Jawa,Wiraswasta,50132,Disetujui
4682325,30.19,1 - Lancar,0,Laki-laki,Jawa,Karyawan Swasta,60241,Disetujui
9028351,38.98,2 - DPK,1,Perempuan,Jawa,Wiraswasta,10110,Ditolak
6299927,46.4,3 - Kurang Lancar,2,Laki-laki,Jawa,Wiraswasta,10110,Ditolak
10434565,24.71,1 - Lancar,1,Perempuan,Sunda,Karyawan Swasta,60241,Disetujui
9124226,14.44,1 - Lancar,1,Laki-laki,Jawa,Wiraswasta,10110,Disetujui
7191916,60.0,2 - DPK,1,Perempuan,Sunda,Karyawan Swasta,12190,Ditolak
3832779,33.91,1 - Lancar,0,Perempuan,Batak,PNS,60241,Disetujui
4732779,38.31,1 - Lancar,1,Perempuan,Jawa,PNS,10110,Ditolak
8700852,41.86,2 - DPK,2,Laki-laki,Sunda,PNS,12190,Disetujui
9207825,25.19,1 - Lancar,3,Laki-laki,Sunda,PNS,10110,Disetujui
20517847,11.06,1 - Lancar,1,Perempuan,Lainnya,PNS,12190,Disetujui
4785814,54.63,1 - Lancar,3,Laki-laki,Sunda,Wiraswasta,50132,Disetujui
8706115,34.02,1 - Lancar,2,Perempuan,Jawa,Wiraswasta,10110,Disetujui
5380529,25.01,1 - Lancar,1,Laki-laki,Batak,Karyawan Swasta,12190,Disetujui
4392303,37.54,1 - Lancar,4,Laki-laki,Jawa,Wiraswasta,60241,Disetujui
4561548,42.37,1 - Lancar,1,Perempuan,Jawa,PNS,60241,Ditolak
11451303,12.46,1 - Lancar,3,Laki-laki,Jawa,Karyawan Swasta,50132,Disetujui
8814821,20.76,2 - DPK,1,Laki-laki,Sunda,Karyawan Swasta,12190,Disetujui
24384106,28.31,3 - Kurang Lancar,1,Perempuan,Sunda,Karyawan Swasta,50132,Disetujui
10258909,41.62,1 - Lancar,4,Perempuan,Sunda,Karyawan Swasta,12190,Disetujui
7593127,16.34,5 - Macet,1,Laki-laki,Sunda,Wiraswasta,60241,Ditolak
5556788,34.45,1 - Lancar,1,Laki-laki,Tionghoa,Karyawan Swasta,14450,Ditolak
3731986,30.51,4 - Diragukan,3,Laki-laki,Tionghoa,Wiraswasta,14450,Ditolak
7257860,31.39,1 - Lancar,1,Perempuan,Sunda,Pengemudi Online,12190,Disetujui
6524362,16.68,4 - Diragukan,5,Laki-laki,Jawa,Wiraswasta,60241,Ditolak
18658251,14.68,3 - Kurang Lancar,2,Laki-laki,Sunda,Wiraswasta,60241,Disetujui
5159960,21.32,1 - Lancar,4,Laki-laki,Jawa,Pengemudi Online,60241,Disetujui
21298603,15.92,1 - Lancar,1,Perempuan,Tionghoa,Karyawan Swasta,14450,Ditolak
2752181,25.63,1 - Lancar,3,Laki-laki,Jawa,Karyawan Swasta,12190,Disetujui
8136781,10.0,1 - Lancar,1,Perempuan,Batak,Tidak Bekerja,12190,Disetujui
20387116,28.69,3 - Kurang Lancar,2,Perempuan,Jawa,Karyawan Swasta,50132,Disetujui
9655612,37.06,3 - Kurang Lancar,3,Laki-laki,Lainnya,Pengemudi Online,12190,Disetujui
7464271,29.1,2 - DPK,0,Laki-laki,Jawa,PNS,60241,Disetujui
7873359,10.0,1 - Lancar,3,Laki-laki,Jawa,Karyawan Swasta,12190,Disetujui
11852763,25.25,1 - Lancar,2,Perempuan,Jawa,Karyawan Swasta,50132,Disetujui
8666940,21.4,5 - Macet,2,Laki-laki,Sunda,Karyawan Swasta,60241,Ditolak
15508788,12.87,1 - Lancar,2,Perempuan,Batak,Karyawan Swasta,50132,Disetujui
6289485,30.24,1 - Lancar,2,Laki-laki,Jawa,PNS,10110,Disetujui
7101209,19.51,1 - Lancar,1,Laki-laki,Sunda,PNS,10110,Disetujui
10312494,29.41,3 - Kurang Lancar,1,Perempuan,Jawa,Karyawan Swasta,60241,Ditolak
13481736,11.72,1 - Lancar,2,Perempuan,Jawa,Wiraswasta,60241,Disetujui
10394527,10.0,1 - Lancar,0,Laki-laki,Tionghoa,PNS,14450,Disetujui
10390625,55.54,2 - DPK,2,Laki-laki,Sunda,Karyawan Swasta,60241,Disetujui
15429312,16.25,1 - Lancar,0,Laki-laki,Jawa,Wiraswasta,60241,Disetujui
5302422,39.49,1 - Lancar,1,Laki-laki,Tionghoa,Karyawan Swasta,14450,Ditolak
19708126,10.0,4 - Diragukan,2,Laki-laki,Sunda,Wiraswasta,10110,Disetujui
7429916,13.54,1 - Lancar,3,Perempuan,Jawa,Karyawan Swasta,50132,Disetujui
10070420,33.05,1 - Lancar,0,Perempuan,Jawa,Wiraswasta,12190,Disetujui
10976209,26.46,2 - DPK,2,Perempuan,Jawa,PNS,12190,Disetujui
8762513,22.0,1 - Lancar,2,Laki-laki,Jawa,PNS,10110,Disetujui
5882771,22.13,1 - Lancar,1,Perempuan,Jawa,Wiraswasta,50132,Disetujui
3634787,19.72,1 - Lancar,2,Perempuan,Sunda,Karyawan Swasta,10110,Disetujui
5802154,41.33,1 - Lancar,0,Laki-laki,Jawa,Karyawan Swasta,60241,Disetujui
8723464,14.6,3 - Kurang Lancar,2,Laki-laki,Batak,Karyawan Swasta,60241,Disetujui
14727531,41.43,1 - Lancar,2,Perempuan,Tionghoa,Karyawan Swasta,14450,Ditolak
4193130,42.74,1 - Lancar,4,Perempuan,Jawa,Wiraswasta,10110,Ditolak
8613710,17.29,1 - Lancar,0,Laki-laki,Sunda,Karyawan Swasta,50132,Disetujui
6052400,10.54,1 - Lancar,3,Perempuan,Batak,PNS,60241,Disetujui
4856311,60.0,1 - Lancar,0,Laki-laki,Jawa,Karyawan Swasta,60241,Ditolak
20637440,12.4,1 - Lancar,2,Perempuan,Batak,PNS,10110,Disetujui
5618799,38.86,4 - Diragukan,0,Laki-laki,Sunda,Karyawan Swasta,12190,Ditolak
13443770,10.67,2 - DPK,2,Laki-laki,Jawa,Wiraswasta,10110,Disetujui
13837546,12.1,2 - DPK,2,Laki-laki,Sunda,PNS,60241,Disetujui
6085147,51.1,1 - Lancar,3,Laki-laki,Tionghoa,Pengemudi Online,14450,Ditolak
5710332,40.34,1 - Lancar,2,Perempuan,Jawa,Karyawan Swasta,12190,Ditolak
7385141,31.26,3 - Kurang Lancar,1,Laki-laki,Jawa,Karyawan Swasta,60241,Disetujui
5818044,27.18,1 - Lancar,1,Perempuan,Jawa,Karyawan Swasta,10110,Disetujui
11587197,20.21,3 - Kurang Lancar,1,Laki-laki,Jawa,PNS,10110,Disetujui
9486642,21.54,1 - Lancar,1,Perempuan,Sunda,Tidak Bekerja,12190,Disetujui
7151595,24.28,1 - Lancar,1,Laki-laki,Jawa,Wiraswasta,10110,Disetujui
9147600,18.62,1 - Lancar,1,Perempuan,Jawa,Wiraswasta,12190,Disetujui
15791862,14.03,4 - Diragukan,1,Laki-laki,Jawa,Wiraswasta,60241,Disetujui
4710545,14.88,1 - Lancar,2,Perempuan,Tionghoa,PNS,14450,Ditolak
10088513,60.0,1 - Lancar,1,Perempuan,Batak,Wiraswasta,10110,Ditolak
10794056,35.15,5 - Macet,2,Laki-laki,Sunda,Karyawan Swasta,50132,Ditolak
5111861,10.0,3 - Kurang Lancar,0,Laki-laki,Jawa,Wiraswasta,12190,Disetujui
3630053,39.67,1 - Lancar,0,Laki-laki,Batak,Karyawan Swasta,60241,Disetujui
6552547,35.08,1 - Lancar,0,Perempuan,Tionghoa,Pengemudi Online,12190,Ditolak
7786976,10.0,1 - Lancar,1,Laki-laki,Jawa,Wiraswasta,60241,Disetujui
5831892,19.24,1 - Lancar,1,Laki-laki,Batak,Karyawan Swasta,10110,Disetujui
7103497,10.0,1 - Lancar,2,Perempuan,Jawa,Pengemudi Online,12190,Disetujui
2338174,32.02,1 - Lancar,1,Laki-laki,Jawa,Karyawan Swasta,12190,Disetujui
35811550,14.16,2 - DPK,2,Laki-laki,Jawa,Wiraswasta,10110,Disetujui
2891875,15.24,2 - DPK,2,Perempuan,Sunda,Pengemudi Online,60241,Disetujui
10914805,60.0,1 - Lancar,3,Laki-laki,Sunda,Karyawan Swasta,10110,Disetujui
13274998,39.03,4 - Diragukan,0,Laki-laki,Jawa,Karyawan Swasta,12190,Ditolak
4161279,47.44,1 - Lancar,3,Perempuan,Sunda,Pengemudi Online,60241,Ditolak
6223254,26.06,1 - Lancar,0,Perempuan,Sunda,Karyawan Swasta,12190,Disetujui
12756999,10.0,1 - Lancar,2,Laki-laki,Jawa,Karyawan Swasta,50132,Disetujui
9521449,26.34,1 - Lancar,0,Laki-laki,Jawa,Wiraswasta,50132,Disetujui
6851485,33.19,1 - Lancar,0,Perempuan,Batak,PNS,50132,Disetujui
7254334,21.84,1 - Lancar,0,Laki-laki,Lainnya,Wiraswasta,50132,Disetujui
6259930,23.44,3 - Kurang Lancar,2,Perempuan,Sunda,Pengemudi Online,12190,Ditolak
8697591,26.38,2 - DPK,0,Perempuan,Batak,Karyawan Swasta,50132,Disetujui
5375370,20.6,2 - DPK,2,Laki-laki,Tionghoa,PNS,14450,Ditolak
4153195,32.65,2 - DPK,1,Perempuan,Sunda,Pengemudi Online,50132,Ditolak
10502578,35.26,2 - DPK,0,Perempuan,Jawa,Karyawan Swasta,12190,Disetujui
6689079,28.35,2 - DPK,0,Laki-laki,Jawa,Karyawan Swasta,12190,Disetujui
9385260,35.04,1 - Lancar,0,Perempuan,Lainnya,Karyawan Swasta,60241,Disetujui
12743456,37.81,4 - Diragukan,1,Perempuan,Sunda,Pengemudi Online,50132,Ditolak
5806873,32.68,1 - Lancar,2,Perempuan,Jawa,Karyawan Swasta,60241,Disetujui
6144212,22.73,1 - Lancar,3,Laki-laki,Tionghoa,Karyawan Swasta,60241,Disetujui
12281808,52.66,1 - Lancar,1,Perempuan,Batak,Karyawan Swasta,12190,Ditolak
5983334,10.0,1 - Lancar,1,Perempuan,Tionghoa,Karyawan Swasta,14450,Ditolak
19104089,10.0,1 - Lancar,1,Laki-laki,Jawa,Wiraswasta,60241,Disetujui
5808577,56.79,1 - Lancar,2,Laki-laki,Batak,Wiraswasta,10110,Disetujui
9170067,59.05,1 - Lancar,2,Laki-laki,Sunda,Wiraswasta,12190,Disetujui
10016694,44.76,2 - DPK,0,Laki-laki,Jawa,Karyawan Swasta,10110,Disetujui
5718068,21.59,1 - Lancar,0,Laki-laki,Jawa,PNS,50132,Disetujui
6163477,35.68,2 - DPK,1,Laki-laki,Sunda,PNS,12190,Disetujui
13678733,21.98,1 - Lancar,2,Perempuan,Jawa,Wiraswasta,10110,Disetujui
5021519,14.99,1 - Lancar,1,Perempuan,Sunda,Wiraswasta,10110,Disetujui
6761523,14.19,2 - DPK,1,Laki-laki,Sunda,Karyawan Swasta,50132,Disetujui
7658233,10.0,1 - Lancar,1,Laki-laki,Lainnya,PNS,50132,Disetujui
6331109,29.56,2 - DPK,0,Laki-laki,Sunda,Wiraswasta,50132,Disetujui
8331966,51.29,4 - Diragukan,4,Laki-laki,Sunda,Karyawan Swasta,50132,Ditolak
9373810,37.65,3 - Kurang Lancar,2,Laki-laki,Tionghoa,Karyawan Swasta,14450,Ditolak
12151690,59.98,1 - Lancar,0,Laki-laki,Jawa,Karyawan Swasta,10110,Disetujui
7351446,10.0,1 - Lancar,0,Laki-laki,Jawa,Karyawan Swasta,50132,Disetujui
5259898,43.1,2 - DPK,1,Laki-laki,Jawa,PNS,50132,Disetujui
14667242,32.47,1 - Lancar,4,Perempuan,Batak,Wiraswasta,12190,Disetujui
4262254,23.31,2 - DPK,3,Perempuan,Sunda,Karyawan Swasta,10110,Disetujui
5892122,28.23,1 - Lancar,3,Laki-laki,Jawa,Wiraswasta,60241,Disetujui
10200636,10.0,1 - Lancar,2,Perempuan,Jawa,PNS,60241,Disetujui
5663912,27.79,1 - Lancar,1,Laki-laki,Batak,Pengemudi Online,60241,Disetujui
8009960,10.0,2 - DPK,1,Perempuan,Sunda,Karyawan Swasta,12190,Disetujui
9716561,12.59,4 - Diragukan,0,Perempuan,Jawa,Karyawan Swasta,60241,Ditolak
9001174,18.71,1 - Lancar,0,Laki-laki,Jawa,PNS,10110,Disetujui
11592308,10.0,2 - DPK,2,Laki-laki,Sunda,Pengemudi Online,60241,Disetujui
5997985,48.12,2 - DPK,1,Perempuan,Jawa,Karyawan Swasta,10110,Ditolak
16360187,45.62,1 - Lancar,1,Laki-laki,Jawa,Karyawan Swasta,60241,Disetujui
8557494,46.03,1 - Lancar,3,Laki-laki,Jawa,Wiraswasta,50132,Disetujui
3971032,26.31,1 - Lancar,3,Laki-laki,Batak,Tidak Bekerja,12190,Disetujui
4125090,10.0,1 - Lancar,3,Perempuan,Sunda,Karyawan Swasta,12190,Disetujui
7656609,21.1,1 - Lancar,2,Laki-laki,Jawa,Karyawan Swasta,60241,Disetujui
13049174,31.07,1 - Lancar,1,Perempuan,Sunda,Karyawan Swasta,50132,Disetujui
4968176,25.09,1 - Lancar,2,Perempuan,Jawa,Wiraswasta,10110,Disetujui
4739259,19.46,1 - Lancar,0,Perempuan,Sunda,Wiraswasta,12190,Disetujui
4296763,23.91,1 - Lancar,0,Perempuan,Jawa,Wiraswasta,50132,Disetujui
5250137,19.87,1 - Lancar,1,Laki-laki,Jawa,PNS,50132,Disetujui
5380016,10.44,1 - Lancar,2,Laki-laki,Sunda,Karyawan Swasta,12190,Disetujui
8823281,60.0,2 - DPK,2,Laki-laki,Jawa,Karyawan Swasta,12190,Ditolak
8224687,14.52,1 - Lancar,1,Laki-laki,Tionghoa,PNS,14450,Ditolak
2965470,15.68,2 - DPK,1,Laki-laki,Sunda,Pengemudi Online,50132,Disetujui
15413370,10.0,2 - DPK,3,Laki-laki,Jawa,Karyawan Swasta,12190,Disetujui
3969514,23.96,2 - DPK,1,Perempuan,Lainnya,PNS,10110,Disetujui
12700549,13.71,4 - Diragukan,1,Perempuan,Jawa,Wiraswasta,60241,Ditolak
4542194,18.6,1 - Lancar,1,Laki-laki,Sunda,PNS,50132,Disetujui
6265851,10.0,4 - Diragukan,2,Laki-laki,Sunda,Karyawan Swasta,12190,Disetujui
10984445,15.34,1 - Lancar,0,Laki-laki,Batak,Karyawan Swasta,12190,Disetujui
9169111,57.52,1 - Lancar,3,Perempuan,Batak,Wiraswasta,12190,Ditolak
4325126,57.11,1 - Lancar,0,Laki-laki,Batak,Wiraswasta,10110,Disetujui
5397558,50.95,2 - DPK,2,Laki-laki,Sunda,Karyawan Swasta,12190,Ditolak
5640020,34.13,3 - Kurang Lancar,1,Laki-laki,Sunda,Karyawan Swasta,10110,Ditolak
9757785,12.99,1 - Lancar,1,Laki-laki,Sunda,Karyawan Swasta,60241,Disetujui
11095649,27.59,1 - Lancar,4,Laki-laki,Lainnya,Karyawan Swasta,50132,Disetujui
12175823,11.53,1 - Lancar,2,Laki-laki,Jawa,Karyawan Swasta,10110,Disetujui
6355257,10.0,5 - Macet,3,Perempuan,Sunda,PNS,60241,Ditolak
15553779,12.96,1 - Lancar,2,Laki-laki,Jawa,Karyawan Swasta,10110,Disetujui
6940894,22.17,1 - Lancar,1,Laki-laki,Jawa,Wiraswasta,10110,Disetujui
6032781,14.38,1 - Lancar,0,Laki-laki,Jawa,Karyawan Swasta,60241,Disetujui
5898450,29.01,1 - Lancar,1,Perempuan,Jawa,Karyawan Swasta,60241,Disetujui
4595007,50.21,1 - Lancar,2,Laki-laki,Sunda,PNS,10110,Disetujui
9038274,10.0,1 - Lancar,2,Laki-laki,Jawa,Wiraswasta,12190,Disetujui
6425470,10.0,1 - Lancar,1,Laki-laki,Tionghoa,Wiraswasta,14450,Ditolak
12114278,23.8,2 - DPK,1,Laki-laki,Sunda,Karyawan Swasta,60241,Disetujui
5934356,10.0,1 - Lancar,3,Laki-laki,Sunda,Wiraswasta,12190,Disetujui
8477620,17.85,1 - Lancar,1,Perempuan,Jawa,Pengemudi Online,10110,Disetujui
6906129,44.36,1 - Lancar,1,Laki-laki,Tionghoa,Karyawan Swasta,14450,Ditolak
6586194,43.0,1 - Lancar,4,Perempuan,Sunda,Wiraswasta,60241,Ditolak
11655529,56.29,2 - DPK,3,Laki-laki,Lainnya,PNS,12190,Disetujui
4070591,46.32,5 - Macet,0,Laki-laki,Jawa,Karyawan Swasta,12190,Ditolak
15104763,14.94,1 - Lancar,1,Laki-laki,Jawa,Wiraswasta,12190,Disetujui
8012696,10.0,1 - Lancar,3,Laki-laki,Sunda,Tidak Bekerja,12190,Disetujui
9343616,33.25,2 - DPK,1,Perempuan,Sunda,Karyawan Swasta,50132,Disetujui
9632025,11.03,1 - Lancar,2,Laki-laki,Jawa,Wiraswasta,60241,Disetujui
12760573,24.61,2 - DPK,0,Laki-laki,Jawa,Wiraswasta,10110,Disetujui
10704732,10.0,2 - DPK,1,Laki-laki,Tionghoa,Tidak Bekerja,14450,Ditolak
3144643,38.18,1 - Lancar,2,Perempuan,Jawa,Karyawan Swasta,12190,Ditolak
10152765,28.9,2 - DPK,0,Perempuan,Jawa,Karyawan Swasta,12190,Disetujui
10166210,38.62,1 - Lancar,2,Perempuan,Sunda,Karyawan Swasta,10110,Disetujui
6934036,51.77,3 - Kurang Lancar,4,Laki-laki,Jawa,Karyawan Swasta,50132,Ditolak
7112001,13.29,1 - Lancar,1,Laki-laki,Batak,Wiraswasta,10110,Disetujui
5018770,10.0,5 - Macet,0,Perempuan,Sunda,Karyawan Swasta,10110,Ditolak
11006104,58.55,1 - Lancar,1,Laki-laki,Batak,Karyawan Swasta,50132,Disetujui
7930341,21.01,2 - DPK,1,Perempuan,Lainnya,Karyawan Swasta,12190,Disetujui
2225469,19.48,1 - Lancar,5,Perempuan,Sunda,Wiraswasta,10110,Disetujui
3353493,10.0,3 - Kurang Lancar,0,Laki-laki,Sunda,Karyawan Swasta,12190,Disetujui
8966671,10.0,1 - Lancar,4,Laki-laki,Sunda,Wiraswasta,50132,Disetujui
6541247,42.53,3 - Kurang Lancar,0,Perempuan,Sunda,Karyawan Swasta,10110,Ditolak
3124985,57.4,1 - Lancar,4,Perempuan,Jawa,Karyawan Swasta,60241,Ditolak
6318325,11.47,2 - DPK,2,Perempuan,Jawa,Wiraswasta,12190,Disetujui
7551270,60.0,1 - Lancar,2,Perempuan,Jawa,Karyawan Swasta,10110,Ditolak
3777198,21.9,1 - Lancar,2,Laki-laki,Sunda,Karyawan Swasta,60241,Disetujui
15446761,25.69,1 - Lancar,1,Perempuan,Jawa,PNS,10110,Disetujui
20988976,12.68,1 - Lancar,3,Perempuan,Sunda,Wiraswasta,10110,Disetujui
3733711,20.5,2 - DPK,2,Perempuan,Jawa,Karyawan Swasta,12190,Disetujui
8521218,10.0,1 - Lancar,1,Laki-laki,Sunda,Tidak Bekerja,10110,Disetujui
4079053,55.52,1 - Lancar,2,Laki-laki,Jawa,PNS,50132,Disetujui
9432415,20.65,1 - Lancar,3,Laki-laki,Sunda,Karyawan Swasta,10110,Disetujui
12659855,29.9,1 - Lancar,0,Perempuan,Jawa,Karyawan Swasta,50132,Disetujui
4512589,31.57,4 - Diragukan,2,Perempuan,Tionghoa,Pengemudi Online,14450,Ditolak
5808334,20.37,1 - Lancar,2,Perempuan,Sunda,Tidak Bekerja,12190,Disetujui
14460078,23.36,1 - Lancar,1,Perempuan,Jawa,Karyawan Swasta,50132,Disetujui
12910642,10.0,1 - Lancar,1,Laki-laki,Jawa,Karyawan Swasta,60241,Disetujui
14150764,36.88,3 - Kurang Lancar,0,Perempuan,Batak,Karyawan Swasta,50132,Ditolak
9822842,47.3,1 - Lancar,0,Perempuan,Jawa,PNS,10110,Disetujui
6188182,27.05,1 - Lancar,0,Laki-laki,Jawa,Pengemudi Online,50132,Disetujui
9606767,32.38,2 - DPK,1,Laki-laki,Tionghoa,Karyawan Swasta,14450,Ditolak
13614669,38.91,1 - Lancar,1,Perempuan,Tionghoa,Karyawan Swasta,14450,Ditolak
8051739,25.01,1 - Lancar,1,Laki-laki,Sunda,Karyawan Swasta,10110,Disetujui
8180804,22.35,1 - Lancar,0,Laki-laki,Jawa,Karyawan Swasta,50132,Disetujui
8627567,34.3,1 - Lancar,2,Perempuan,Sunda,Tidak Bekerja,10110,Disetujui
5122101,36.89,1 - Lancar,5,Perempuan,Jawa,Wiraswasta,10110,Disetujui
16303738,17.93,1 - Lancar,0,Perempuan,Tionghoa,Karyawan Swasta,14450,Ditolak
7099367,10.53,1 - Lancar,2,Laki-laki,Batak,Karyawan Swasta,12190,Disetujui
7787834,21.5,1 - Lancar,2,Laki-laki,Jawa,Wiraswasta,12190,Disetujui
